probeid	name_show	type	pubchemid	cmpdsynonym	mw	mf	polararea	complexity	xlogp	heavycnt	hbonddonor	hbondacc	rotbonds	inchi	isosmiles	canonicalsmiles	inchikey	iupacname
LDPC0348	C099	PAL-AfBPP Probe	146152578	Z4225924657	342.4	C17H18N4O2S	108	538	2.6	24	1	6	8	InChI=1S/C17H18N4O2S/c1-3-4-7-17(20-21-17)8-9-18-15(22)11-13-12(2)23-16(19-13)14-6-5-10-24-14/h1,5-6,10H,4,7-9,11H2,2H3,(H,18,22)	CC1=C(N=C(O1)C2=CC=CS2)CC(=O)NCCC3(N=N3)CCC#C	CC1=C(N=C(O1)C2=CC=CS2)CC(=O)NCCC3(N=N3)CCC#C	RTVLQAFNZAUCJW-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2-(5-methyl-2-thiophen-2-yl-1,3-oxazol-4-yl)acetamide
LDPC0349	C100	PAL-AfBPP Probe	146153054	Z4286591451	341.33	C15H18F3N5O	82.5	545	3.1	24	2	7	7	InChI=1S/C15H18F3N5O/c1-4-5-6-14(22-23-14)7-8-19-13(24)11-10(9(2)3)12(21-20-11)15(16,17)18/h1,9H,5-8H2,2-3H3,(H,19,24)(H,20,21)	CC(C)C1=C(NN=C1C(=O)NCCC2(N=N2)CCC#C)C(F)(F)F	CC(C)C1=C(NN=C1C(=O)NCCC2(N=N2)CCC#C)C(F)(F)F	WCIJAFAMHSTZMG-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-4-propan-2-yl-5-(trifluoromethyl)-1H-pyrazole-3-carboxamide
LDPC0350	C102	PAL-AfBPP Probe	146152591	Z4225934619	330.77	C16H15ClN4O2	82.9	576	1.9	23	2	4	6	InChI=1S/C16H15ClN4O2/c1-2-3-4-16(20-21-16)5-6-18-15(23)11-7-10-8-14(22)19-13(10)9-12(11)17/h1,7,9H,3-6,8H2,(H,18,23)(H,19,22)	C#CCCC1(N=N1)CCNC(=O)C2=C(C=C3C(=C2)CC(=O)N3)Cl	C#CCCC1(N=N1)CCNC(=O)C2=C(C=C3C(=C2)CC(=O)N3)Cl	RAZIBBCAVOPKPW-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-6-chloro-2-oxo-1,3-dihydroindole-5-carboxamide
LDPC0351	C103	PAL-AfBPP Probe	146152644	.	330.432	C18H26N4O2	82.92	330.2055761	2.0091	24	2	4	8	InChI=1S/C18H26N4O2/c1-4-5-8-18(21-22-18)9-10-19-15(23)12-6-7-14-13(11-12)17(2,3)16(24)20-14/h1,12-14H,5-11H2,2-3H3,(H,19,23)(H,20,24)/t12-,13-,14+/m1/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)[C@]2([H])C([H])([H])C([H])([H])[C@]3([H])N([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])[C@]3([H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)C2([H])C([H])([H])C([H])([H])C3([H])N([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C3([H])C2([H])[H])N=N1	GVRXRFOPQIHXKQ-MCIONIFRSA-N	.
LDPC0352	C105	PAL-AfBPP Probe	146149818	Z3433405279	330.4	C17H22N4O3	89.1	541	1.4	24	1	6	7	InChI=1S/C17H22N4O3/c1-3-4-5-17(20-21-17)6-9-18-15(22)16(7-10-23-11-8-16)14-12-13(2)19-24-14/h1,12H,4-11H2,2H3,(H,18,22)	CC1=NOC(=C1)C2(CCOCC2)C(=O)NCCC3(N=N3)CCC#C	CC1=NOC(=C1)C2(CCOCC2)C(=O)NCCC3(N=N3)CCC#C	MEYFJTUGIGCRFU-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-4-(3-methyl-1,2-oxazol-5-yl)oxane-4-carboxamide
LDPC0353	C106	PAL-AfBPP Probe	167851144	Z4282860129	329.8	C18H20ClN3O	45	540	3.3	23	0	3	7	InChI=1S/C18H20ClN3O/c1-3-4-9-18(20-21-18)10-8-16(23)22(2)17(11-12-17)14-6-5-7-15(19)13-14/h1,5-7,13H,4,8-12H2,2H3	CN(C(=O)CCC1(N=N1)CCC#C)C2(CC2)C3=CC(=CC=C3)Cl	CN(C(=O)CCC1(N=N1)CCC#C)C2(CC2)C3=CC(=CC=C3)Cl	CGVLHMLXBYEVAB-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-[1-(3-chlorophenyl)cyclopropyl]-N-methylpropanamide
LDPC0354	C107	PAL-AfBPP Probe	146152581	Z4225928007	329.36	C16H22F3N3O	53.8	500	3.9	23	1	6	7	InChI=1S/C16H22F3N3O/c1-2-3-7-15(21-22-15)8-9-20-14(23)11-12-5-4-6-13(10-12)16(17,18)19/h1,12-13H,3-11H2,(H,20,23)	C#CCCC1(N=N1)CCNC(=O)CC2CCCC(C2)C(F)(F)F	C#CCCC1(N=N1)CCNC(=O)CC2CCCC(C2)C(F)(F)F	WOCLSZJKXKKZDY-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2-[3-(trifluoromethyl)cyclohexyl]acetamide
LDPC0355	C108	PAL-AfBPP Probe	146149755	Z3426152213	327.4	C18H21N3OS	73.3	574	2.8	23	0	4	6	InChI=1S/C18H21N3OS/c1-2-3-9-17(19-20-17)10-7-16(22)21-12-8-14-6-11-18(14,21)15-5-4-13-23-15/h1,4-5,13-14H,3,6-12H2	C#CCCC1(N=N1)CCC(=O)N2CCC3C2(CC3)C4=CC=CS4	C#CCCC1(N=N1)CCC(=O)N2CCC3C2(CC3)C4=CC=CS4	VBOXFFVOBGGHKD-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-1-(1-thiophen-2-yl-2-azabicyclo[3.2.0]heptan-2-yl)propan-1-one
LDPC0356	C109	PAL-AfBPP Probe	167803299	Z4282859928	326.35	C16H18N6O2	92	628	0.2	24	1	5	7	InChI=1S/C16H18N6O2/c1-3-4-6-16(19-20-16)7-5-13(23)17-10-12-11-18-22-9-8-21(2)15(24)14(12)22/h1,8-9,11H,4-7,10H2,2H3,(H,17,23)	CN1C=CN2C(=C(C=N2)CNC(=O)CCC3(N=N3)CCC#C)C1=O	CN1C=CN2C(=C(C=N2)CNC(=O)CCC3(N=N3)CCC#C)C1=O	MXNQLIGCAMAUGI-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-[(5-methyl-4-oxopyrazolo[1,5-a]pyrazin-3-yl)methyl]propanamide
LDPC0357	C110	PAL-AfBPP Probe	.	.	324.331	C15H18F2N4O2	79.85	324.1397823	3.3192	23	1	5	10	InChI=1S/C15H18F2N4O2/c1-4-5-7-15(20-21-15)8-6-12(22)18-14(2,3)11-9-10(13(16)17)23-19-11/h1,9,13H,5-8H2,2-3H3,(H,18,22)	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C(c2noc(C([H])(F)F)c2[H])(C([H])([H])[H])C([H])([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C(c2noc(C([H])(F)F)c2[H])(C([H])([H])[H])C([H])([H])[H])N=N1	BJAFZGLSLSFKPP-UHFFFAOYSA-N	.
LDPC0358	C111	PAL-AfBPP Probe	146152588	.	320.418	C15H20N4O2S	75.82	320.1306969	1.99854	22	1	6	10	InChI=1S/C15H20N4O2S/c1-4-5-7-15(17-18-15)8-9-16-13(20)6-10-19-11(2)12(3)22-14(19)21/h1H,5-10H2,2-3H3,(H,16,20)	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])n2c(C([H])([H])[H])c(C([H])([H])[H])sc2=O)N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])n2c(C([H])([H])[H])c(C([H])([H])[H])sc2=O)N=N1	SNFQDZNYTRWPPE-UHFFFAOYSA-N	.
LDPC0359	C112	PAL-AfBPP Probe	167756992	Z3433405179	320.4	C19H20N4O	69.6	509	3.5	24	2	3	8	InChI=1S/C19H20N4O/c1-2-3-11-19(22-23-19)12-13-20-18(24)17-10-9-16(21-17)14-15-7-5-4-6-8-15/h1,4-10,21H,3,11-14H2,(H,20,24)	C#CCCC1(N=N1)CCNC(=O)C2=CC=C(N2)CC3=CC=CC=C3	C#CCCC1(N=N1)CCNC(=O)C2=CC=C(N2)CC3=CC=CC=C3	XQFPUKMEIXRZMV-UHFFFAOYSA-N	5-benzyl-N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-1H-pyrrole-2-carboxamide
LDPC0360	C113	PAL-AfBPP Probe	146153016	Z4286347399	320.39	C16H24N4O3	77.7	515	-0.2	23	1	6	6	InChI=1S/C16H24N4O3/c1-2-3-5-16(17-18-16)6-4-15(22)20-11-13(14(21)12-20)19-7-9-23-10-8-19/h1,13-14,21H,3-12H2/t13-,14-/m1/s1	C#CCCC1(N=N1)CCC(=O)N2C[C@H]([C@@H](C2)O)N3CCOCC3	C#CCCC1(N=N1)CCC(=O)N2CC(C(C2)O)N3CCOCC3	XFZKNFCINGOOSJ-ZIAGYGMSSA-N	3-(3-but-3-ynyldiazirin-3-yl)-1-[(3R,4R)-3-hydroxy-4-morpholin-4-ylpyrrolidin-1-yl]propan-1-one
LDPC0361	C114	PAL-AfBPP Probe	.	.	304.35	C15H20N4O3	94.36	304.1535405	0.0515	22	2	5	6	InChI=1S/C15H20N4O3/c1-2-3-5-15(17-18-15)6-4-12(21)19-9-14(10-19)7-11(20)8-16-13(14)22/h1,11,20H,3-10H2,(H,16,22)/t11-/m1/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C3(C(=O)N([H])C([H])([H])[C@]([H])(O[H])C3([H])[H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C3(C(=O)N([H])C([H])([H])C([H])(O[H])C3([H])[H])C2([H])[H])N=N1	INBPUSJMCXQTFR-LLVKDONJSA-N	.
LDPC0362	C115	PAL-AfBPP Probe	146152919	Z4282859845	302.4	C17H26N4O	57.1	462	2.4	22	1	4	9	InChI=1S/C17H26N4O/c1-3-5-10-17(19-20-17)11-7-16(22)18-15-8-13-21(14-9-15)12-6-4-2/h1,4,15H,2,5-14H2,(H,18,22)	C=CCCN1CCC(CC1)NC(=O)CCC2(N=N2)CCC#C	C=CCCN1CCC(CC1)NC(=O)CCC2(N=N2)CCC#C	JERBYBVUQRBQQB-UHFFFAOYSA-N	N-(1-but-3-enylpiperidin-4-yl)-3-(3-but-3-ynyldiazirin-3-yl)propanamide
LDPC0363	C116	PAL-AfBPP Probe	146152980	Z4282860444	299.33	C15H17N5O2	86.5	673	-0.7	22	1	5	5	InChI=1S/C15H17N5O2/c1-3-4-6-15(18-19-15)7-5-13(21)20-8-11-12(9-20)16-10(2)17-14(11)22/h1H,4-9H2,2H3,(H,16,17,22)	CC1=NC2=C(CN(C2)C(=O)CCC3(N=N3)CCC#C)C(=O)N1	CC1=NC2=C(CN(C2)C(=O)CCC3(N=N3)CCC#C)C(=O)N1	VPSWUQHOEZDDSU-UHFFFAOYSA-N	6-[3-(3-but-3-ynyldiazirin-3-yl)propanoyl]-2-methyl-5,7-dihydro-3H-pyrrolo[3,4-d]pyrimidin-4-one
LDPC0364	C117	PAL-AfBPP Probe	146152682	.	288.395	C16H24N4O	48.27	288.1950114	2.0388	21	0	4	5	InChI=1S/C16H24N4O/c1-2-3-8-16(17-18-16)9-7-15(21)20-12-11-19-10-5-4-6-14(20)13-19/h1,14H,3-13H2/t14-/m1/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C3([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C3([H])[H])N=N1	FNTXVSNNVMAORR-CQSZACIVSA-N	.
LDPC0365	C119	PAL-AfBPP Probe	146153062	.	411.509	C16H21N5O4S2	124.06	411.1034962	0.97972	27	2	7	9	InChI=1S/C16H21N5O4S2/c1-3-4-7-16(19-20-16)8-9-17-13(22)12-6-5-10-21(12)27(24,25)14-11(2)18-15(23)26-14/h1,12H,4-10H2,2H3,(H,17,22)(H,18,23)/t12-/m1/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)[C@]2([H])N(S(=O)(=O)c3sc(=O)n([H])c3C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)C2([H])N(S(=O)(=O)c3sc(=O)n([H])c3C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])N=N1	IOULDDGMYFMFMA-GFCCVEGCSA-N	.
LDPC0366	C120	PAL-AfBPP Probe	146153072	.	407.47	C23H25N3O4	93.26	407.1845063	3.43922	30	1	6	10	InChI=1S/C23H25N3O4/c1-4-5-9-23(25-26-23)10-11-24-21(27)15(3)29-18-12-14(2)13-19-20(18)16-7-6-8-17(16)22(28)30-19/h1,12-13,15H,5-11H2,2-3H3,(H,24,27)/t15-/m1/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)[C@]([H])(Oc2c([H])c(C([H])([H])[H])c([H])c3oc(=O)c4c(c23)C([H])([H])C([H])([H])C4([H])[H])C([H])([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)C([H])(Oc2c([H])c(C([H])([H])[H])c([H])c3oc(=O)c4c(c23)C([H])([H])C([H])([H])C4([H])[H])C([H])([H])[H])N=N1	IJNWNMSONKWWDE-OAHLLOKOSA-N	.
LDPC0367	C121	PAL-AfBPP Probe	.	.	387.875	C18H22ClN7O	89.46	387.157436	3.40382	27	1	7	11	InChI=1S/C18H22ClN7O/c1-4-6-8-18(23-24-18)9-7-16(27)20-17-15(19)12-26(22-17)11-14-10-25(5-2)21-13(14)3/h1,10,12H,5-9,11H2,2-3H3,(H,20,22,27)	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])c2nn(C([H])([H])c3c(C([H])([H])[H])nn(C([H])([H])C([H])([H])[H])c3[H])c([H])c2Cl)N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])c2nn(C([H])([H])c3c(C([H])([H])[H])nn(C([H])([H])C([H])([H])[H])c3[H])c([H])c2Cl)N=N1	GXTDBWZLEJWTIU-UHFFFAOYSA-N	.
LDPC0368	C122	PAL-AfBPP Probe	146153064	Z4286591568	381.4	C20H23N5O3	103	725	1.9	28	2	5	8	InChI=1S/C20H23N5O3/c1-4-5-10-20(23-24-20)11-12-21-16(26)13-25-17(27)19(3,22-18(25)28)15-8-6-14(2)7-9-15/h1,6-9H,5,10-13H2,2-3H3,(H,21,26)(H,22,28)	CC1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC(=O)NCCC3(N=N3)CCC#C)C	CC1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC(=O)NCCC3(N=N3)CCC#C)C	DKVUIQQDEGVXRK-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2-[4-methyl-4-(4-methylphenyl)-2,5-dioxoimidazolidin-1-yl]acetamide
LDPC0369	C125	PAL-AfBPP Probe	167887783	Z4282860336	371.5	C21H33N5O	51.5	628	1.7	27	0	5	7	InChI=1S/C21H33N5O/c1-3-4-6-21(22-23-21)7-5-19(27)26-10-8-20(9-11-26)16-18(20)17-25-14-12-24(2)13-15-25/h1,18H,4-17H2,2H3	CN1CCN(CC1)CC2CC23CCN(CC3)C(=O)CCC4(N=N4)CCC#C	CN1CCN(CC1)CC2CC23CCN(CC3)C(=O)CCC4(N=N4)CCC#C	SRXUFPBCMPYEQQ-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-1-[2-[(4-methylpiperazin-1-yl)methyl]-6-azaspiro[2.5]octan-6-yl]propan-1-one
LDPC0370	C128	PAL-AfBPP Probe	146149780	Z3426163961	366.5	C17H26N4O3S	108	678	1.7	25	2	6	9	InChI=1S/C17H26N4O3S/c1-2-3-11-17(20-21-17)12-10-16(22)18-14-6-4-5-7-15(14)19-25(23,24)13-8-9-13/h1,13-15,19H,3-12H2,(H,18,22)/t14-,15-/m1/s1	C#CCCC1(N=N1)CCC(=O)N[C@@H]2CCCC[C@H]2NS(=O)(=O)C3CC3	C#CCCC1(N=N1)CCC(=O)NC2CCCCC2NS(=O)(=O)C3CC3	NGIJAVVMHGUAGR-HUUCEWRRSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-[(1R,2R)-2-(cyclopropylsulfonylamino)cyclohexyl]propanamide
LDPC0371	C129	PAL-AfBPP Probe	146152977	Z4282860401	361.4	C20H19N5O2	94.8	658	2.2	27	0	6	8	InChI=1S/C20H19N5O2/c1-3-4-10-20(23-24-20)11-9-18(26)25(2)13-17-14-27-19(22-17)16-7-5-15(12-21)6-8-16/h1,5-8,14H,4,9-11,13H2,2H3	CN(CC1=COC(=N1)C2=CC=C(C=C2)C#N)C(=O)CCC3(N=N3)CCC#C	CN(CC1=COC(=N1)C2=CC=C(C=C2)C#N)C(=O)CCC3(N=N3)CCC#C	RPIARMSJPBUARB-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-[[2-(4-cyanophenyl)-1,3-oxazol-4-yl]methyl]-N-methylpropanamide
LDPC0372	C130	PAL-AfBPP Probe	146152933	Z4282859929	353.4	C20H23N3O3	72.3	601	2.7	26	1	5	8	InChI=1S/C20H23N3O3/c1-2-3-9-20(22-23-20)10-8-18(24)21-19(14-4-5-14)15-6-7-16-17(13-15)26-12-11-25-16/h1,6-7,13-14,19H,3-5,8-12H2,(H,21,24)	C#CCCC1(N=N1)CCC(=O)NC(C2CC2)C3=CC4=C(C=C3)OCCO4	C#CCCC1(N=N1)CCC(=O)NC(C2CC2)C3=CC4=C(C=C3)OCCO4	IQMZOGRWKTYUOI-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-[cyclopropyl(2,3-dihydro-1,4-benzodioxin-6-yl)methyl]propanamide
LDPC0373	C131	PAL-AfBPP Probe	146149747	Z3410164044	353.4	C18H19N5O3	112	651	0.7	26	3	5	7	InChI=1S/C18H19N5O3/c1-2-3-9-18(22-23-18)10-8-15(24)19-13-6-4-12(5-7-13)14-11-16(25)21-17(26)20-14/h1,4-7,14H,3,8-11H2,(H,19,24)(H2,20,21,25,26)	C#CCCC1(N=N1)CCC(=O)NC2=CC=C(C=C2)C3CC(=O)NC(=O)N3	C#CCCC1(N=N1)CCC(=O)NC2=CC=C(C=C2)C3CC(=O)NC(=O)N3	WXKHQSAWWUUKSP-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-[4-(2,6-dioxo-1,3-diazinan-4-yl)phenyl]propanamide
LDPC0374	C132	PAL-AfBPP Probe	146153018	Z4286347452	343.4	C18H25N5O2	72.1	563	0.8	25	0	5	8	InChI=1S/C18H25N5O2/c1-4-5-7-18(20-21-18)8-6-17(24)23-11-15(13-25-3)16(12-23)14-9-19-22(2)10-14/h1,9-10,15-16H,5-8,11-13H2,2-3H3/t15-,16-/m0/s1	CN1C=C(C=N1)[C@@H]2CN(C[C@H]2COC)C(=O)CCC3(N=N3)CCC#C	CN1C=C(C=N1)C2CN(CC2COC)C(=O)CCC3(N=N3)CCC#C	BWFBBZKWZUZVOZ-HOTGVXAUSA-N	3-(3-but-3-ynyldiazirin-3-yl)-1-[(3S,4R)-3-(methoxymethyl)-4-(1-methylpyrazol-4-yl)pyrrolidin-1-yl]propan-1-one
LDPC0375	C133	PAL-AfBPP Probe	146153082	Z4286591735	342.42	C14H22N4O4S	118	625	0.6	23	2	7	8	InChI=1S/C14H22N4O4S/c1-3-4-7-14(17-18-14)8-10-15-12(19)13(11-22-2)6-5-9-16-23(13,20)21/h1,16H,4-11H2,2H3,(H,15,19)	COCC1(CCCNS1(=O)=O)C(=O)NCCC2(N=N2)CCC#C	COCC1(CCCNS1(=O)=O)C(=O)NCCC2(N=N2)CCC#C	WOZSYMYAZRCMQA-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-6-(methoxymethyl)-1,1-dioxothiazinane-6-carboxamide
LDPC0376	C134	PAL-AfBPP Probe	146152599	.	340.21	C15H15Cl2N3O2	74.05	339.0541321	3.1086	22	2	4	8	InChI=1S/C15H15Cl2N3O2/c1-2-3-4-15(19-20-15)5-6-18-14(22)13(21)10-7-11(16)9-12(17)8-10/h1,7-9,13,21H,3-6H2,(H,18,22)/t13-/m1/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)[C@]([H])(O[H])c2c([H])c(Cl)c([H])c(Cl)c2[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)C([H])(O[H])c2c([H])c(Cl)c([H])c(Cl)c2[H])N=N1	VDSOJXABCYAJIH-CYBMUJFWSA-N	.
LDPC0377	C135	PAL-AfBPP Probe	166416882	Z4225971328	339.31	C16H16F3N3O2	74	541	2.7	24	2	7	7	InChI=1S/C16H16F3N3O2/c1-2-3-9-14(21-22-14)10-11-20-13(23)15(24,16(17,18)19)12-7-5-4-6-8-12/h1,4-8,24H,3,9-11H2,(H,20,23)	C#CCCC1(N=N1)CCNC(=O)C(C2=CC=CC=C2)(C(F)(F)F)O	C#CCCC1(N=N1)CCNC(=O)C(C2=CC=CC=C2)(C(F)(F)F)O	YAJASWAKDHSWDH-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-3,3,3-trifluoro-2-hydroxy-2-phenylpropanamide
LDPC0378	C136	PAL-AfBPP Probe	146149826	.	337.405	C14H19N5O3S	118.91	337.1208605	0.2968	23	2	6	10	InChI=1S/C14H19N5O3S/c1-3-4-5-14(17-18-14)6-7-16-13(20)9-11-8-12(10-19(11)2)23(15,21)22/h1,8,10H,4-7,9H2,2H3,(H,16,20)(H2,15,21,22)	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])c2c([H])c(S(=O)(=O)N([H])[H])c([H])n2C([H])([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])c2c([H])c(S(=O)(=O)N([H])[H])c([H])n2C([H])([H])[H])N=N1	JAGLHARDBJHTII-UHFFFAOYSA-N	.
LDPC0379	C137	PAL-AfBPP Probe	.	.	336.461	C16H24N4O2S	85.95	336.161997	2.54387	23	1	5	5	InChI=1S/C16H24N4O2S/c1-2-3-9-16(18-19-16)10-6-14(21)20-11-4-7-15(20)8-5-12-23(17,22)13-15/h1,17H,3-13H2/t15-,23-/m1/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]23C([H])([H])C([H])([H])C([H])([H])[S@](=O)(=N[H])C3([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])C23C([H])([H])C([H])([H])C([H])([H])S(=O)(=N[H])C3([H])[H])N=N1	JYDSUSFVXYNAFF-IQMFZBJNSA-N	.
LDPC0380	C138	PAL-AfBPP Probe	146153080	Z4286591703	336.37	C13H16N6O3S	126	655	0.1	23	2	7	6	InChI=1S/C13H16N6O3S/c1-2-3-4-13(17-18-13)5-6-14-12(20)10-9-11-19(16-10)8-7-15-23(11,21)22/h1,9,15H,3-8H2,(H,14,20)	C#CCCC1(N=N1)CCNC(=O)C2=NN3CCNS(=O)(=O)C3=C2	C#CCCC1(N=N1)CCNC(=O)C2=NN3CCNS(=O)(=O)C3=C2	CLPPPPXYWKJKMU-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-1,1-dioxo-3,4-dihydro-2H-pyrazolo[1,5-e][1,2,5]thiadiazine-7-carboxamide
LDPC0381	C139	PAL-AfBPP Probe	146152898	.	334.423	C20H22N4O	66.71	334.1793613	3.55762	25	1	4	9	InChI=1S/C20H22N4O/c1-3-4-9-20(23-24-20)10-7-19(25)21-11-8-16-13-17-12-15(2)5-6-18(17)22-14-16/h1,5-6,12-14H,4,7-11H2,2H3,(H,21,25)	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])c2c([H])nc3c([H])c([H])c(C([H])([H])[H])c([H])c3c2[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])c2c([H])nc3c([H])c([H])c(C([H])([H])[H])c([H])c3c2[H])N=N1	RVMWRVRAHOIAOZ-UHFFFAOYSA-N	.
LDPC0382	C140	PAL-AfBPP Probe	146149758	Z3426114841	329.4	C18H20FN3O2	54.3	530	2.2	24	0	5	8	InChI=1S/C18H20FN3O2/c1-2-3-9-18(20-21-18)10-8-17(23)22-11-15(12-22)24-13-14-6-4-5-7-16(14)19/h1,4-7,15H,3,8-13H2	C#CCCC1(N=N1)CCC(=O)N2CC(C2)OCC3=CC=CC=C3F	C#CCCC1(N=N1)CCC(=O)N2CC(C2)OCC3=CC=CC=C3F	RHABZUPCHMLOPL-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-1-[3-[(2-fluorophenyl)methoxy]azetidin-1-yl]propan-1-one
LDPC0383	C141	PAL-AfBPP Probe	146152948	Z4282859991	329.36	C16H22F3N3O	53.8	506	4	23	1	6	7	InChI=1S/C16H22F3N3O/c1-2-3-10-15(21-22-15)11-7-13(23)20-12-14(16(17,18)19)8-5-4-6-9-14/h1H,3-12H2,(H,20,23)	C#CCCC1(N=N1)CCC(=O)NCC2(CCCCC2)C(F)(F)F	C#CCCC1(N=N1)CCC(=O)NCC2(CCCCC2)C(F)(F)F	JGGAVKLZZOMQAL-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-[[1-(trifluoromethyl)cyclohexyl]methyl]propanamide
LDPC0384	C142	PAL-AfBPP Probe	146149863	Z3462042518	328.4	C17H20N4O3	85.2	521	1.7	24	1	6	8	InChI=1S/C17H20N4O3/c1-2-3-6-17(20-21-17)7-9-19-16(22)13-4-8-18-15(11-13)24-14-5-10-23-12-14/h1,4,8,11,14H,3,5-7,9-10,12H2,(H,19,22)	C#CCCC1(N=N1)CCNC(=O)C2=CC(=NC=C2)OC3CCOC3	C#CCCC1(N=N1)CCNC(=O)C2=CC(=NC=C2)OC3CCOC3	PEUORYZYAXXXOV-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2-(oxolan-3-yloxy)pyridine-4-carboxamide
